Place,Time,Marking
ACK CHECK(1),18.63,21
LOOP(Q18),18.63,6
SENDING ACK(1),18.63,3
SENDING PACKET(0),18.77,58
LOOP(Q11),18.77,7
ACK CHECK(1),18.78,22
LOOP(Q18),18.78,7
SENDING ACK(1),18.78,2
SENDING ACK(0),18.84,1
PACKET CHECK(0),18.84,20
SENDING PACKET(1),18.86,44
SENDING PACKET(1),18.86,45
LOOP(Q18),18.86,6
SENDING PACKET(0),18.93,59
LOOP(Q11),18.93,6
PACKET CHECK(0),18.97,21
LOOP(Q11),18.97,7
SENDING PACKET(0),18.97,58
SENDING PACKET(0),19.01,59
IDLE(0),19.01,12
SENDING ACK(0),19.04,2
PACKET CHECK(0),19.04,20
PACKET CHECK(1),19.06,4
LOOP(Q16),19.06,8
SENDING PACKET(1),19.06,44
SENDING PACKET(0),19.09,60
LOOP(Q11),19.09,6
SENDING PACKET(0),19.09,61
LOOP(Q13),19.09,1
SENDING PACKET(1),19.09,45
SENDING PACKET(1),19.09,46
LOOP(Q18),19.09,5
SENDING PACKET(0),19.13,62
IDLE(0),19.13,11
IDLE(0),19.26,12
ACK CHECK(0),19.29,7
LOOP(Q13),19.29,2
SENDING ACK(0),19.29,1
ACK CHECK(1),19.34,23
LOOP(Q18),19.34,6
SENDING ACK(1),19.34,1
SENDING PACKET(1),19.35,47
SENDING PACKET(1),19.35,48
LOOP(Q18),19.35,5
SENDING PACKET(0),19.41,63
IDLE(0),19.41,11
IDLE(1),19.43,1
ACK CHECK(0),19.43,6
ACK CHECK(1),19.55,24
LOOP(Q18),19.55,6
SENDING ACK(1),19.55,0
PACKET CHECK(0),19.56,21
LOOP(Q11),19.56,7
SENDING PACKET(0),19.56,62
SENDING ACK(1),19.59,1
PACKET CHECK(1),19.59,3
SENDING PACKET(1),19.6,49
IDLE(1),19.6,0
SENDING ACK(0),19.61,2
PACKET CHECK(0),19.61,20
SENDING PACKET(0),19.67,63
LOOP(Q13),19.67,1
ACK CHECK(0),19.7,7
LOOP(Q13),19.7,2
SENDING ACK(0),19.7,1
PACKET CHECK(1),19.71,4
LOOP(Q16),19.71,9
SENDING PACKET(1),19.71,48
SENDING PACKET(0),19.72,64
LOOP(Q11),19.72,6
SENDING PACKET(1),19.81,49
LOOP(Q16),19.81,8
PACKET CHECK(0),19.84,21
LOOP(Q11),19.84,7
SENDING PACKET(0),19.84,63
SENDING ACK(0),19.85,2
PACKET CHECK(0),19.85,20
PACKET CHECK(0),19.86,21
LOOP(Q11),19.86,8
SENDING PACKET(0),19.86,62
SENDING PACKET(0),19.95,63
IDLE(0),19.95,10
SENDING PACKET(0),19.96,64
LOOP(Q13),19.96,1
ACK CHECK(0),19.98,8
LOOP(Q13),19.98,2
SENDING ACK(0),19.98,1
SENDING ACK(0),19.98,2
PACKET CHECK(0),19.98,20
PACKET CHECK(1),19.99,5
LOOP(Q16),19.99,9
SENDING PACKET(1),19.99,48
SENDING ACK(1),19.99,2
PACKET CHECK(1),19.99,4
IDLE(1),20.12,1
ACK CHECK(0),20.12,7
IDLE(0),20.13,11
SENDING PACKET(1),20.15,49
SENDING PACKET(1),20.15,50
LOOP(Q18),20.15,5
IDLE(1),20.23,2
ACK CHECK(0),20.23,6
SENDING PACKET(1),20.23,51
LOOP(Q16),20.23,8
SENDING PACKET(1),20.27,52
SENDING PACKET(1),20.27,53
LOOP(Q18),20.27,4
SENDING PACKET(1),20.29,54
SENDING PACKET(1),20.29,55
LOOP(Q18),20.29,3
ACK CHECK(0),20.29,7
LOOP(Q13),20.29,3
SENDING ACK(0),20.29,1
IDLE(0),20.3,12
SENDING PACKET(0),20.35,65
LOOP(Q13),20.35,2
SENDING PACKET(1),20.37,56
LOOP(Q16),20.37,7
ACK CHECK(1),20.42,25
LOOP(Q18),20.42,4
SENDING ACK(1),20.42,1
SENDING ACK(0),20.5,2
PACKET CHECK(0),20.5,19
SENDING PACKET(0),20.51,66
LOOP(Q13),20.51,1
SENDING PACKET(1),20.53,57
LOOP(Q16),20.53,6
IDLE(0),20.55,13
PACKET CHECK(0),20.59,20
LOOP(Q11),20.59,9
SENDING PACKET(0),20.59,65
ACK CHECK(0),20.59,8
LOOP(Q13),20.59,2
SENDING ACK(0),20.59,1
SENDING PACKET(1),20.6,58
LOOP(Q16),20.6,5
SENDING PACKET(0),20.68,66
IDLE(0),20.68,12
PACKET CHECK(0),20.71,21
LOOP(Q11),20.71,10
SENDING PACKET(0),20.71,65
ACK CHECK(0),20.73,9
LOOP(Q13),20.73,3
SENDING ACK(0),20.73,0
SENDING PACKET(0),20.74,66
LOOP(Q13),20.74,2
PACKET CHECK(1),20.78,5
LOOP(Q16),20.78,6
SENDING PACKET(1),20.78,57
SENDING PACKET(0),20.87,67
IDLE(0),20.87,11
SENDING PACKET(1),20.89,58
IDLE(1),20.89,1
SENDING PACKET(1),20.9,59
SENDING PACKET(1),20.9,60
LOOP(Q18),20.9,3
SENDING ACK(1),20.94,2
PACKET CHECK(1),20.94,4
IDLE(1),20.96,2
ACK CHECK(0),20.96,8
SENDING PACKET(0),21.01,68
IDLE(0),21.01,10
SENDING PACKET(0),21.02,69
LOOP(Q11),21.02,9
SENDING ACK(0),21.03,1
PACKET CHECK(0),21.03,20
PACKET CHECK(0),21.06,21
LOOP(Q11),21.06,10
SENDING PACKET(0),21.06,68
SENDING ACK(1),21.07,3
PACKET CHECK(1),21.07,3
PACKET CHECK(1),21.14,4
LOOP(Q16),21.14,7
SENDING PACKET(1),21.14,59
SENDING PACKET(1),21.17,60
IDLE(1),21.17,1
ACK CHECK(0),21.17,9
LOOP(Q13),21.17,3
SENDING ACK(0),21.17,0
SENDING PACKET(1),21.21,61
LOOP(Q16),21.21,6
IDLE(0),21.27,11
IDLE(0),21.28,12
SENDING PACKET(0),21.29,69
LOOP(Q11),21.29,9
SENDING ACK(0),21.29,1
PACKET CHECK(0),21.29,20
SENDING PACKET(0),21.29,70
IDLE(0),21.29,11
IDLE(0),21.31,12
SENDING PACKET(1),21.33,62
SENDING PACKET(1),21.33,63
LOOP(Q18),21.33,2
ACK CHECK(1),21.44,26
LOOP(Q18),21.44,3
SENDING ACK(1),21.44,2
IDLE(1),21.45,2
ACK CHECK(0),21.45,8
SENDING PACKET(1),21.51,64
LOOP(Q16),21.51,5
SENDING PACKET(1),21.54,65
LOOP(Q16),21.54,4
SENDING ACK(0),21.54,2
PACKET CHECK(0),21.54,19
IDLE(0),21.57,13
ACK CHECK(1),21.59,27
LOOP(Q18),21.59,4
SENDING ACK(1),21.59,1
SENDING PACKET(0),21.63,71
IDLE(0),21.63,12
SENDING PACKET(0),21.65,72
IDLE(0),21.65,11
IDLE(1),21.72,3
ACK CHECK(0),21.72,7
SENDING PACKET(0),21.75,73
LOOP(Q11),21.75,8
PACKET CHECK(1),21.82,5
LOOP(Q16),21.82,5
SENDING PACKET(1),21.82,64
SENDING ACK(0),21.84,3
PACKET CHECK(0),21.84,18
PACKET CHECK(1),21.91,6
LOOP(Q16),21.91,6
SENDING PACKET(1),21.91,63
SENDING ACK(0),21.97,4
PACKET CHECK(0),21.97,17
SENDING PACKET(0),21.98,74
LOOP(Q13),21.98,2
IDLE(1),22.02,4
ACK CHECK(0),22.02,6
IDLE(0),22.02,12
PACKET CHECK(1),22.08,7
LOOP(Q16),22.08,7
SENDING PACKET(1),22.08,62
SENDING PACKET(0),22.1,75
IDLE(0),22.1,11
SENDING PACKET(0),22.14,76
LOOP(Q13),22.14,1
SENDING PACKET(1),22.15,63
IDLE(1),22.15,3
SENDING PACKET(0),22.19,77
LOOP(Q11),22.19,7
SENDING PACKET(1),22.21,64
LOOP(Q16),22.21,6
ACK CHECK(0),22.22,7
LOOP(Q13),22.22,2
SENDING ACK(0),22.22,3
ACK CHECK(0),22.23,8
LOOP(Q13),22.23,3
SENDING ACK(0),22.23,2
IDLE(0),22.25,12
PACKET CHECK(0),22.33,18
LOOP(Q11),22.33,8
SENDING PACKET(0),22.33,76
PACKET CHECK(0),22.36,19
LOOP(Q11),22.36,9
SENDING PACKET(0),22.36,75
SENDING ACK(1),22.42,2
PACKET CHECK(1),22.42,6
IDLE(0),22.43,13
IDLE(0),22.47,14
SENDING PACKET(0),22.55,76
LOOP(Q11),22.55,8
SENDING PACKET(1),22.57,65
LOOP(Q16),22.57,5
SENDING ACK(0),22.62,3
PACKET CHECK(0),22.62,18
SENDING PACKET(0),22.63,77
LOOP(Q11),22.63,7
ACK CHECK(0),22.64,9
LOOP(Q13),22.64,4
SENDING ACK(0),22.64,2
SENDING PACKET(1),22.7,66
SENDING PACKET(1),22.7,67
LOOP(Q18),22.7,3
SENDING PACKET(1),22.74,68
IDLE(1),22.74,2
ACK CHECK(0),22.74,10
LOOP(Q13),22.74,5
SENDING ACK(0),22.74,1
SENDING ACK(0),22.97,2
PACKET CHECK(0),22.97,17
SENDING PACKET(0),22.97,78
LOOP(Q11),22.97,6
ACK CHECK(0),22.98,11
LOOP(Q13),22.98,6
SENDING ACK(0),22.98,1
ACK CHECK(0),23.1,12
LOOP(Q13),23.1,7
SENDING ACK(0),23.1,0
IDLE(0),23.19,15
ACK CHECK(1),23.31,28
LOOP(Q18),23.31,4
SENDING ACK(1),23.31,1
SENDING PACKET(0),23.37,79
IDLE(0),23.37,14
SENDING ACK(0),23.42,1
PACKET CHECK(0),23.42,16
SENDING PACKET(1),23.43,69
LOOP(Q16),23.43,4
PACKET CHECK(1),23.45,7
LOOP(Q16),23.45,5
SENDING PACKET(1),23.45,68
PACKET CHECK(1),23.46,8
LOOP(Q16),23.46,6
SENDING PACKET(1),23.46,67
ACK CHECK(1),23.47,29
LOOP(Q18),23.47,5
SENDING ACK(1),23.47,0
SENDING PACKET(1),23.61,68
SENDING PACKET(1),23.61,69
LOOP(Q18),23.61,4
IDLE(1),23.61,3
ACK CHECK(0),23.61,11
PACKET CHECK(0),23.68,17
LOOP(Q11),23.68,7
SENDING PACKET(0),23.68,78
SENDING PACKET(1),23.69,70
LOOP(Q16),23.69,5
SENDING PACKET(1),23.69,71
SENDING PACKET(1),23.69,72
LOOP(Q18),23.69,3
IDLE(0),23.78,15
SENDING ACK(0),23.79,2
PACKET CHECK(0),23.79,16
PACKET CHECK(1),23.83,9
LOOP(Q16),23.83,6
SENDING PACKET(1),23.83,71
SENDING ACK(0),23.89,3
PACKET CHECK(0),23.89,15
SENDING PACKET(0),24.02,79
LOOP(Q11),24.02,6
PACKET CHECK(0),24.05,16
LOOP(Q11),24.05,7
SENDING PACKET(0),24.05,78
PACKET CHECK(0),24.06,17
LOOP(Q11),24.06,8
SENDING PACKET(0),24.06,77
IDLE(0),24.08,16
IDLE(0),24.14,17
SENDING PACKET(1),24.14,72
SENDING PACKET(1),24.14,73
LOOP(Q18),24.14,2
SENDING PACKET(1),24.14,74
SENDING PACKET(1),24.14,75
LOOP(Q18),24.14,1
SENDING PACKET(0),24.16,78
LOOP(Q13),24.16,6
SENDING PACKET(0),24.23,79
IDLE(0),24.23,16
SENDING PACKET(0),24.34,80
LOOP(Q11),24.34,7
SENDING PACKET(0),24.4,81
LOOP(Q13),24.4,5
PACKET CHECK(0),24.42,18
LOOP(Q11),24.42,8
SENDING PACKET(0),24.42,80
ACK CHECK(0),24.44,12
LOOP(Q13),24.44,6
SENDING ACK(0),24.44,2
SENDING PACKET(0),24.47,81
LOOP(Q11),24.47,7
SENDING PACKET(1),24.49,76
SENDING PACKET(1),24.49,77
LOOP(Q18),24.49,0
SENDING PACKET(1),24.54,78
LOOP(Q16),24.54,5
SENDING PACKET(0),24.63,82
LOOP(Q13),24.63,5
IDLE(1),24.68,4
ACK CHECK(0),24.68,11
IDLE(1),24.69,5
ACK CHECK(0),24.69,10
PACKET CHECK(0),24.7,19
LOOP(Q11),24.7,8
SENDING PACKET(0),24.7,81
IDLE(1),24.77,6
ACK CHECK(0),24.77,9
SENDING PACKET(0),24.78,82
IDLE(0),24.78,15
SENDING PACKET(0),24.82,83
IDLE(0),24.82,14
SENDING PACKET(1),24.82,79
LOOP(Q16),24.82,4
ACK CHECK(0),24.87,10
LOOP(Q13),24.87,6
SENDING ACK(0),24.87,1
SENDING PACKET(1),24.89,80
IDLE(1),24.89,5
SENDING PACKET(0),24.94,84
LOOP(Q13),24.94,5
SENDING PACKET(1),24.98,81
LOOP(Q16),24.98,3
SENDING PACKET(0),24.98,85
IDLE(0),24.98,13
PACKET CHECK(0),25.09,20
LOOP(Q11),25.09,9
SENDING PACKET(0),25.09,84
SENDING ACK(0),25.14,2
PACKET CHECK(0),25.14,19
SENDING ACK(1),25.24,1
PACKET CHECK(1),25.24,8
SENDING PACKET(1),25.29,82
IDLE(1),25.29,4
SENDING PACKET(0),25.31,85
LOOP(Q13),25.31,4
IDLE(0),25.4,14
SENDING ACK(0),25.47,3
PACKET CHECK(0),25.47,18
SENDING PACKET(0),25.52,86
LOOP(Q13),25.52,3
SENDING PACKET(1),25.58,83
IDLE(1),25.58,3
ACK CHECK(1),25.64,30
LOOP(Q18),25.64,1
SENDING ACK(1),25.64,0
IDLE(0),25.75,15
IDLE(0),25.82,16
SENDING PACKET(1),25.87,84
IDLE(1),25.87,2
SENDING PACKET(0),25.91,87
IDLE(0),25.91,15
SENDING ACK(0),25.98,4
PACKET CHECK(0),25.98,17
ACK CHECK(0),26.01,11
LOOP(Q13),26.01,4
SENDING ACK(0),26.01,3
SENDING PACKET(0),26.02,88
LOOP(Q11),26.02,8
IDLE(1),26.08,3
ACK CHECK(0),26.08,10
SENDING PACKET(0),26.08,89
IDLE(0),26.08,14
PACKET CHECK(1),26.18,9
LOOP(Q16),26.18,4
SENDING PACKET(1),26.18,83
SENDING PACKET(0),26.24,90
LOOP(Q11),26.24,7
ACK CHECK(0),26.28,11
LOOP(Q13),26.28,5
SENDING ACK(0),26.28,2
SENDING ACK(1),26.31,1
PACKET CHECK(1),26.31,8
ACK CHECK(1),26.31,31
LOOP(Q18),26.31,2
SENDING ACK(1),26.31,0
ACK CHECK(0),26.36,12
LOOP(Q13),26.36,6
SENDING ACK(0),26.36,1
SENDING PACKET(0),26.44,91
LOOP(Q11),26.44,6
IDLE(0),26.49,15
SENDING PACKET(1),26.5,84
SENDING PACKET(1),26.5,85
LOOP(Q18),26.5,1
ACK CHECK(0),26.5,13
LOOP(Q13),26.5,7
SENDING ACK(0),26.5,0
SENDING PACKET(0),26.51,92
IDLE(0),26.51,14
IDLE(1),26.54,4
ACK CHECK(0),26.54,12
SENDING PACKET(0),26.57,93
LOOP(Q11),26.57,5
IDLE(0),26.59,15
SENDING PACKET(1),26.65,86
LOOP(Q16),26.65,3
SENDING PACKET(1),26.65,87
IDLE(1),26.65,3
SENDING PACKET(0),26.69,94
LOOP(Q11),26.69,4
SENDING ACK(0),26.77,1
PACKET CHECK(0),26.77,16
PACKET CHECK(0),26.83,17
LOOP(Q11),26.83,5
SENDING PACKET(0),26.83,93
SENDING PACKET(0),26.84,94
LOOP(Q11),26.84,4
PACKET CHECK(0),26.86,18
LOOP(Q11),26.86,5
SENDING PACKET(0),26.86,93
SENDING PACKET(0),26.89,94
IDLE(0),26.89,14
SENDING ACK(0),26.94,2
PACKET CHECK(0),26.94,17
IDLE(1),27.09,4
ACK CHECK(0),27.09,11
SENDING ACK(1),27.13,1
PACKET CHECK(1),27.13,7
SENDING PACKET(0),27.13,95
LOOP(Q13),27.13,6
SENDING PACKET(1),27.27,88
SENDING PACKET(1),27.27,89
LOOP(Q18),27.27,0
SENDING PACKET(0),27.33,96
LOOP(Q13),27.33,5
SENDING PACKET(0),27.36,97
LOOP(Q13),27.36,4
IDLE(1),27.38,5
ACK CHECK(0),27.38,10
IDLE(1),27.4,6
ACK CHECK(0),27.4,9
SENDING PACKET(0),27.41,98
LOOP(Q13),27.41,3
SENDING ACK(1),27.46,2
PACKET CHECK(1),27.46,6
IDLE(1),27.5,7
ACK CHECK(0),27.5,8
SENDING ACK(0),27.54,3
PACKET CHECK(0),27.54,16
IDLE(0),27.55,15
SENDING PACKET(1),27.55,90
LOOP(Q16),27.55,2
SENDING PACKET(1),27.65,91
LOOP(Q16),27.65,1
SENDING ACK(1),27.67,3
PACKET CHECK(1),27.67,5
ACK CHECK(0),27.69,9
LOOP(Q13),27.69,4
SENDING ACK(0),27.69,2
IDLE(0),27.69,16
IDLE(1),27.73,8
ACK CHECK(0),27.73,8
PACKET CHECK(0),27.84,17
LOOP(Q11),27.84,6
SENDING PACKET(0),27.84,97
PACKET CHECK(0),27.85,18
LOOP(Q11),27.85,7
SENDING PACKET(0),27.85,96
SENDING PACKET(1),27.9,92
LOOP(Q16),27.9,0
SENDING PACKET(0),27.91,97
LOOP(Q13),27.91,3
PACKET CHECK(0),27.94,19
LOOP(Q11),27.94,8
SENDING PACKET(0),27.94,96
ACK CHECK(0),28.11,9
LOOP(Q13),28.11,4
SENDING ACK(0),28.11,1
IDLE(1),28.13,9
ACK CHECK(0),28.13,8
SENDING PACKET(0),28.14,97
LOOP(Q13),28.14,3
PACKET CHECK(1),28.15,6
LOOP(Q16),28.15,1
SENDING PACKET(1),28.15,91
SENDING PACKET(0),28.16,98
IDLE(0),28.16,15
PACKET CHECK(0),28.21,20
LOOP(Q11),28.21,9
SENDING PACKET(0),28.21,97
PACKET CHECK(0),28.21,21
LOOP(Q11),28.21,10
SENDING PACKET(0),28.21,96
SENDING PACKET(0),28.24,97
LOOP(Q13),28.24,2
SENDING PACKET(1),28.32,92
LOOP(Q16),28.32,0
IDLE(1),28.35,10
ACK CHECK(0),28.35,7
SENDING PACKET(0),28.35,98
IDLE(0),28.35,14
SENDING PACKET(0),28.44,99
IDLE(0),28.44,13
SENDING ACK(0),28.44,2
PACKET CHECK(0),28.44,20
PACKET CHECK(0),28.45,21
LOOP(Q11),28.45,11
SENDING PACKET(0),28.45,98
IDLE(1),28.51,11
ACK CHECK(0),28.51,6
SENDING ACK(0),28.53,3
PACKET CHECK(0),28.53,20
PACKET CHECK(0),28.57,21
LOOP(Q11),28.57,12
SENDING PACKET(0),28.57,97
PACKET CHECK(0),28.61,22
LOOP(Q11),28.61,13
SENDING PACKET(0),28.61,96
SENDING ACK(1),28.64,4
PACKET CHECK(1),28.64,5
SENDING PACKET(0),28.71,97
LOOP(Q11),28.71,12
PACKET CHECK(1),28.71,6
LOOP(Q16),28.71,1
SENDING PACKET(1),28.71,91
SENDING ACK(1),28.83,5
PACKET CHECK(1),28.83,5
SENDING PACKET(0),28.9,98
IDLE(0),28.9,12
SENDING ACK(0),28.91,4
PACKET CHECK(0),28.91,21
SENDING PACKET(1),28.93,92
LOOP(Q16),28.93,0
ACK CHECK(1),29.0,32
LOOP(Q18),29.0,1
SENDING ACK(1),29.0,4
IDLE(0),29.1,13
SENDING PACKET(1),29.2,93
IDLE(1),29.2,10
SENDING ACK(0),29.21,5
PACKET CHECK(0),29.21,20
SENDING PACKET(0),29.25,99
IDLE(0),29.25,12
ACK CHECK(0),29.27,7
LOOP(Q13),29.27,3
SENDING ACK(0),29.27,4
ACK CHECK(1),29.27,33
LOOP(Q18),29.27,2
SENDING ACK(1),29.27,3
SENDING ACK(0),29.27,5
PACKET CHECK(0),29.27,19
IDLE(1),29.29,11
ACK CHECK(0),29.29,6
ACK CHECK(0),29.3,7
LOOP(Q13),29.3,4
SENDING ACK(0),29.3,4
SENDING ACK(0),29.32,5
PACKET CHECK(0),29.32,18
SENDING ACK(1),29.33,4
PACKET CHECK(1),29.33,4
SENDING PACKET(1),29.37,94
SENDING PACKET(1),29.37,95
LOOP(Q18),29.37,1
SENDING ACK(1),29.4,5
PACKET CHECK(1),29.4,3
ACK CHECK(1),29.46,34
LOOP(Q18),29.46,2
SENDING ACK(1),29.46,4
IDLE(1),29.53,12
ACK CHECK(0),29.53,6
PACKET CHECK(0),29.56,19
LOOP(Q11),29.56,13
SENDING PACKET(0),29.56,98
IDLE(1),29.59,13
ACK CHECK(0),29.59,5
PACKET CHECK(1),29.63,4
LOOP(Q16),29.63,1
SENDING PACKET(1),29.63,94
SENDING ACK(0),29.68,6
PACKET CHECK(0),29.68,18
SENDING ACK(0),29.75,7
PACKET CHECK(0),29.75,17
PACKET CHECK(0),29.76,18
LOOP(Q11),29.76,14
SENDING PACKET(0),29.76,97
SENDING ACK(1),29.77,5
PACKET CHECK(1),29.77,3
SENDING PACKET(0),29.8,98
IDLE(0),29.8,11
IDLE(0),29.83,12
SENDING PACKET(1),29.85,95
SENDING PACKET(1),29.85,96
LOOP(Q18),29.85,1
SENDING PACKET(1),29.91,97
IDLE(1),29.91,12
SENDING PACKET(1),29.92,98
IDLE(1),29.92,11
ACK CHECK(1),29.92,35
LOOP(Q18),29.92,2
SENDING ACK(1),29.92,4
ACK CHECK(1),29.95,36
LOOP(Q18),29.95,3
SENDING ACK(1),29.95,3
SENDING PACKET(1),30.0,99
IDLE(1),30.0,10
ACK CHECK(1),30.01,37
LOOP(Q18),30.01,4
SENDING ACK(1),30.01,2
SENDING PACKET(0),30.05,99
IDLE(0),30.05,11
SENDING PACKET(0),30.14,100
LOOP(Q11),30.14,13
ACK CHECK(0),30.26,6
LOOP(Q13),30.26,5
SENDING ACK(0),30.26,6
SENDING PACKET(0),30.26,101
IDLE(0),30.26,10
ACK CHECK(0),30.33,7
LOOP(Q13),30.33,6
SENDING ACK(0),30.33,5
SENDING PACKET(0),30.58,102
LOOP(Q11),30.58,12
PACKET CHECK(1),30.61,4
LOOP(Q16),30.61,2
SENDING PACKET(1),30.61,98
IDLE(1),30.69,11
ACK CHECK(0),30.69,6
SENDING PACKET(1),30.81,99
IDLE(1),30.81,10
ACK CHECK(0),30.82,7
LOOP(Q13),30.82,7
SENDING ACK(0),30.82,4
PACKET CHECK(0),30.87,19
LOOP(Q11),30.87,13
SENDING PACKET(0),30.87,101
SENDING ACK(1),30.88,3
PACKET CHECK(1),30.88,3
PACKET CHECK(0),30.9,20
LOOP(Q11),30.9,14
SENDING PACKET(0),30.9,100
SENDING PACKET(0),30.9,101
LOOP(Q11),30.9,13
ACK CHECK(0),30.92,8
LOOP(Q13),30.92,8
SENDING ACK(0),30.92,3
SENDING PACKET(1),30.93,100
SENDING PACKET(1),30.93,101
LOOP(Q18),30.93,3
PACKET CHECK(1),30.95,4
LOOP(Q16),30.95,3
SENDING PACKET(1),30.95,100
SENDING PACKET(1),31.03,101
LOOP(Q16),31.03,2
ACK CHECK(1),31.04,38
LOOP(Q18),31.04,4
SENDING ACK(1),31.04,2
SENDING PACKET(1),31.04,102
LOOP(Q16),31.04,1
SENDING PACKET(0),31.07,102
LOOP(Q11),31.07,12
SENDING PACKET(0),31.12,103
LOOP(Q13),31.12,7
ACK CHECK(0),31.18,9
LOOP(Q13),31.18,8
SENDING ACK(0),31.18,2
SENDING PACKET(1),31.19,103
IDLE(1),31.19,9
SENDING PACKET(1),31.22,104
LOOP(Q16),31.22,0
SENDING PACKET(1),31.26,105
IDLE(1),31.26,8
SENDING PACKET(0),31.36,104
LOOP(Q13),31.36,7
SENDING PACKET(0),31.37,105
LOOP(Q13),31.37,6
SENDING PACKET(0),31.39,106
LOOP(Q11),31.39,11
SENDING PACKET(1),31.4,106
SENDING PACKET(1),31.4,107
LOOP(Q18),31.4,3
SENDING ACK(0),31.41,3
PACKET CHECK(0),31.41,19
SENDING ACK(0),31.42,4
PACKET CHECK(0),31.42,18
SENDING PACKET(1),31.44,108
SENDING PACKET(1),31.44,109
LOOP(Q18),31.44,2
ACK CHECK(1),31.45,39
LOOP(Q18),31.45,3
SENDING ACK(1),31.45,1
SENDING PACKET(1),31.52,110
IDLE(1),31.52,7
SENDING PACKET(0),31.61,107
IDLE(0),31.61,9
PACKET CHECK(1),31.66,5
LOOP(Q16),31.66,1
SENDING PACKET(1),31.66,109
PACKET CHECK(0),31.69,19
LOOP(Q11),31.69,12
SENDING PACKET(0),31.69,106
SENDING ACK(0),31.7,5
PACKET CHECK(0),31.7,18
SENDING ACK(1),31.7,2
PACKET CHECK(1),31.7,4
PACKET CHECK(1),31.73,5
LOOP(Q16),31.73,2
SENDING PACKET(1),31.73,108
SENDING PACKET(0),31.79,107
IDLE(0),31.79,8
PACKET CHECK(1),31.89,6
LOOP(Q16),31.89,3
SENDING PACKET(1),31.89,107
SENDING PACKET(1),31.9,108
SENDING PACKET(1),31.9,109
LOOP(Q18),31.9,2
IDLE(0),31.91,9
SENDING PACKET(1),31.99,110
SENDING PACKET(1),31.99,111
LOOP(Q18),31.99,1
IDLE(0),32.0,10
PACKET CHECK(0),32.01,19
LOOP(Q11),32.01,13
SENDING PACKET(0),32.01,106
SENDING PACKET(0),32.02,107
LOOP(Q11),32.02,12
IDLE(1),32.06,8
ACK CHECK(0),32.06,8
ACK CHECK(1),32.08,40
LOOP(Q18),32.08,2
SENDING ACK(1),32.08,1
PACKET CHECK(0),32.1,20
LOOP(Q11),32.1,13
SENDING PACKET(0),32.1,106
SENDING PACKET(1),32.21,112
LOOP(Q16),32.21,2
ACK CHECK(1),32.45,41
LOOP(Q18),32.45,3
SENDING ACK(1),32.45,0
SENDING PACKET(1),32.45,113
LOOP(Q16),32.45,1
IDLE(1),32.49,9
ACK CHECK(0),32.49,7
SENDING ACK(1),32.51,1
PACKET CHECK(1),32.51,5
ACK CHECK(0),32.57,8
LOOP(Q13),32.57,7
SENDING ACK(0),32.57,4
SENDING PACKET(0),32.67,107
IDLE(0),32.67,9
PACKET CHECK(0),32.7,21
LOOP(Q11),32.7,14
SENDING PACKET(0),32.7,106
ACK CHECK(0),32.71,9
LOOP(Q13),32.71,8
SENDING ACK(0),32.71,3
PACKET CHECK(0),32.76,22
LOOP(Q11),32.76,15
SENDING PACKET(0),32.76,105
ACK CHECK(1),32.76,42
LOOP(Q18),32.76,4
SENDING ACK(1),32.76,0
PACKET CHECK(1),32.91,6
LOOP(Q16),32.91,2
SENDING PACKET(1),32.91,112
IDLE(1),33.01,10
ACK CHECK(0),33.01,8
IDLE(0),33.01,10
IDLE(1),33.02,11
ACK CHECK(0),33.02,7
SENDING PACKET(1),33.09,113
LOOP(Q16),33.09,1
ACK CHECK(0),33.11,8
LOOP(Q13),33.11,9
SENDING ACK(0),33.11,2
SENDING ACK(1),33.12,1
PACKET CHECK(1),33.12,5
ACK CHECK(0),33.14,9
LOOP(Q13),33.14,10
SENDING ACK(0),33.14,1
ACK CHECK(0),33.16,10
LOOP(Q13),33.16,11
SENDING ACK(0),33.16,0
PACKET CHECK(0),33.19,23
LOOP(Q11),33.19,16
SENDING PACKET(0),33.19,104
SENDING PACKET(0),33.24,105
LOOP(Q13),33.24,10
SENDING PACKET(0),33.26,106
LOOP(Q13),33.26,9
SENDING PACKET(1),33.35,114
LOOP(Q16),33.35,0
SENDING PACKET(0),33.36,107
LOOP(Q11),33.36,15
SENDING ACK(1),33.37,2
PACKET CHECK(1),33.37,4
SENDING PACKET(1),33.45,115
SENDING PACKET(1),33.45,116
LOOP(Q18),33.45,3
SENDING PACKET(0),33.46,108
LOOP(Q11),33.46,14
SENDING ACK(0),33.47,1
PACKET CHECK(0),33.47,22
PACKET CHECK(1),33.6,5
LOOP(Q16),33.6,1
SENDING PACKET(1),33.6,115
IDLE(1),33.68,12
ACK CHECK(0),33.68,9
IDLE(1),33.71,13
ACK CHECK(0),33.71,8
IDLE(0),33.72,11
ACK CHECK(0),33.75,9
LOOP(Q13),33.75,10
SENDING ACK(0),33.75,0
SENDING ACK(0),33.78,1
PACKET CHECK(0),33.78,21
SENDING PACKET(0),33.84,109
LOOP(Q13),33.84,9
PACKET CHECK(0),33.88,22
LOOP(Q11),33.88,15
SENDING PACKET(0),33.88,108
ACK CHECK(1),33.88,43
LOOP(Q18),33.88,4
SENDING ACK(1),33.88,1
SENDING PACKET(1),34.03,116
SENDING PACKET(1),34.03,117
