Place,Time,Marking
LOOP(Q18),34.03,3
PACKET CHECK(1),34.05,6
LOOP(Q16),34.05,2
SENDING PACKET(1),34.05,116
SENDING PACKET(0),34.06,109
LOOP(Q11),34.06,14
ACK CHECK(0),34.08,10
LOOP(Q13),34.08,10
SENDING ACK(0),34.08,0
ACK CHECK(1),34.12,44
LOOP(Q18),34.12,4
SENDING ACK(1),34.12,0
IDLE(1),34.13,14
ACK CHECK(0),34.13,9
SENDING PACKET(0),34.14,110
LOOP(Q13),34.14,9
IDLE(1),34.22,15
ACK CHECK(0),34.22,8
SENDING PACKET(0),34.23,111
LOOP(Q13),34.23,8
IDLE(1),34.39,16
ACK CHECK(0),34.39,7
IDLE(1),34.42,17
ACK CHECK(0),34.42,6
PACKET CHECK(1),34.45,7
LOOP(Q16),34.45,3
SENDING PACKET(1),34.45,115
SENDING ACK(0),34.49,1
PACKET CHECK(0),34.49,21
SENDING PACKET(1),34.49,116
LOOP(Q16),34.49,2
SENDING ACK(1),34.51,1
PACKET CHECK(1),34.51,6
SENDING PACKET(1),34.56,117
LOOP(Q16),34.56,1
SENDING PACKET(0),34.66,112
LOOP(Q13),34.66,7
SENDING PACKET(1),34.71,118
IDLE(1),34.71,16
SENDING PACKET(0),34.75,113
LOOP(Q11),34.75,13
SENDING ACK(0),34.75,2
PACKET CHECK(0),34.75,20
PACKET CHECK(1),34.76,7
LOOP(Q16),34.76,2
SENDING PACKET(1),34.76,117
SENDING PACKET(1),34.84,118
IDLE(1),34.84,15
SENDING PACKET(1),34.87,119
SENDING PACKET(1),34.87,120
LOOP(Q18),34.87,3
SENDING ACK(0),34.88,3
PACKET CHECK(0),34.88,19
SENDING PACKET(1),34.91,121
LOOP(Q16),34.91,1
SENDING PACKET(1),34.93,122
LOOP(Q16),34.93,0
SENDING PACKET(0),34.94,114
LOOP(Q13),34.94,6
SENDING PACKET(0),34.95,115
IDLE(0),34.95,10
SENDING ACK(0),35.03,4
PACKET CHECK(0),35.03,18
PACKET CHECK(1),35.08,8
LOOP(Q16),35.08,1
SENDING PACKET(1),35.08,121
SENDING PACKET(1),35.34,122
SENDING PACKET(1),35.34,123
LOOP(Q18),35.34,2
SENDING ACK(0),35.36,5
PACKET CHECK(0),35.36,17
SENDING PACKET(0),35.4,116
LOOP(Q11),35.4,12
SENDING ACK(0),35.4,6
PACKET CHECK(0),35.4,16
SENDING PACKET(0),35.41,117
LOOP(Q13),35.41,5
SENDING PACKET(1),35.42,124
IDLE(1),35.42,14
SENDING PACKET(0),35.47,118
IDLE(0),35.47,9
ACK CHECK(1),35.48,45
LOOP(Q18),35.48,3
SENDING ACK(1),35.48,0
SENDING PACKET(0),35.49,119
LOOP(Q11),35.49,11
IDLE(1),35.5,15
ACK CHECK(0),35.5,5
PACKET CHECK(1),35.52,9
LOOP(Q16),35.52,2
SENDING PACKET(1),35.52,123
IDLE(1),35.52,16
ACK CHECK(0),35.52,4
SENDING PACKET(0),35.56,120
LOOP(Q13),35.56,4
SENDING PACKET(1),35.58,124
IDLE(1),35.58,15
SENDING PACKET(1),35.59,125
SENDING PACKET(1),35.59,126
LOOP(Q18),35.59,2
SENDING PACKET(0),35.61,121
LOOP(Q13),35.61,3
ACK CHECK(0),35.67,5
LOOP(Q13),35.67,4
SENDING ACK(0),35.67,5
SENDING PACKET(0),35.78,122
LOOP(Q11),35.78,10
SENDING PACKET(0),35.86,123
IDLE(0),35.86,8
SENDING ACK(1),35.99,1
PACKET CHECK(1),35.99,8
ACK CHECK(1),36.02,46
LOOP(Q18),36.02,3
SENDING ACK(1),36.02,0
SENDING PACKET(0),36.07,124
IDLE(0),36.07,7
IDLE(1),36.08,16
ACK CHECK(0),36.08,4
PACKET CHECK(0),36.14,17
LOOP(Q11),36.14,11
SENDING PACKET(0),36.14,123
SENDING ACK(1),36.22,1
PACKET CHECK(1),36.22,7
SENDING ACK(0),36.35,6
PACKET CHECK(0),36.35,16
PACKET CHECK(1),36.39,8
LOOP(Q16),36.39,3
SENDING PACKET(1),36.39,125
ACK CHECK(0),36.49,5
LOOP(Q13),36.49,5
SENDING ACK(0),36.49,5
SENDING PACKET(0),36.58,124
LOOP(Q13),36.58,4
SENDING PACKET(0),36.63,125
IDLE(0),36.63,6
PACKET CHECK(0),36.64,17
LOOP(Q11),36.64,12
SENDING PACKET(0),36.64,124
SENDING PACKET(1),36.68,126
IDLE(1),36.68,15
SENDING PACKET(1),36.69,127
IDLE(1),36.69,14
SENDING PACKET(0),36.81,125
LOOP(Q11),36.81,11
SENDING ACK(1),36.88,2
PACKET CHECK(1),36.88,7
PACKET CHECK(0),36.9,18
LOOP(Q11),36.9,12
SENDING PACKET(0),36.9,124
SENDING PACKET(0),36.92,125
LOOP(Q11),36.92,11
SENDING PACKET(0),36.93,126
LOOP(Q11),36.93,10
SENDING PACKET(1),36.99,128
SENDING PACKET(1),36.99,129
LOOP(Q18),36.99,2
IDLE(0),37.01,7
SENDING ACK(0),37.07,6
PACKET CHECK(0),37.07,17
IDLE(1),37.09,15
ACK CHECK(0),37.09,4
PACKET CHECK(1),37.13,8
LOOP(Q16),37.13,4
SENDING PACKET(1),37.13,128
SENDING ACK(0),37.24,7
PACKET CHECK(0),37.24,16
SENDING PACKET(0),37.28,127
IDLE(0),37.28,6
SENDING PACKET(0),37.28,128
IDLE(0),37.28,5
SENDING PACKET(0),37.34,129
LOOP(Q13),37.34,3
IDLE(0),37.36,6
SENDING PACKET(1),37.4,129
LOOP(Q16),37.4,3
PACKET CHECK(0),37.4,17
LOOP(Q11),37.4,11
SENDING PACKET(0),37.4,128
SENDING PACKET(0),37.5,129
LOOP(Q13),37.5,2
SENDING PACKET(1),37.51,130
IDLE(1),37.51,14
SENDING PACKET(1),37.53,131
LOOP(Q16),37.53,2
SENDING PACKET(1),37.53,132
IDLE(1),37.53,13
IDLE(0),37.59,7
PACKET CHECK(1),37.6,9
LOOP(Q16),37.6,3
SENDING PACKET(1),37.6,131
SENDING PACKET(0),37.63,130
IDLE(0),37.63,6
SENDING ACK(1),37.64,3
PACKET CHECK(1),37.64,8
IDLE(1),37.64,14
ACK CHECK(0),37.64,3
SENDING ACK(0),37.69,8
PACKET CHECK(0),37.69,16
SENDING ACK(0),37.72,9
PACKET CHECK(0),37.72,15
SENDING PACKET(1),37.74,132
SENDING PACKET(1),37.74,133
LOOP(Q18),37.74,1
ACK CHECK(0),37.76,4
LOOP(Q13),37.76,3
SENDING ACK(0),37.76,8
SENDING ACK(1),37.76,4
PACKET CHECK(1),37.76,7
IDLE(1),37.8,15
ACK CHECK(0),37.8,3
SENDING ACK(1),37.87,5
PACKET CHECK(1),37.87,6
SENDING PACKET(0),37.9,131
LOOP(Q13),37.9,2
SENDING PACKET(1),37.91,134
LOOP(Q16),37.91,2
IDLE(1),37.91,16
ACK CHECK(0),37.91,2
SENDING ACK(1),37.94,6
PACKET CHECK(1),37.94,5
SENDING PACKET(1),37.95,135
SENDING PACKET(1),37.95,136
LOOP(Q18),37.95,0
SENDING PACKET(0),37.96,132
LOOP(Q11),37.96,10
ACK CHECK(1),37.97,47
LOOP(Q18),37.97,1
SENDING ACK(1),37.97,5
SENDING ACK(1),38.08,6
PACKET CHECK(1),38.08,4
SENDING ACK(0),38.09,9
PACKET CHECK(0),38.09,14
PACKET CHECK(1),38.15,5
LOOP(Q16),38.15,3
SENDING PACKET(1),38.15,135
PACKET CHECK(1),38.19,6
LOOP(Q16),38.19,4
SENDING PACKET(1),38.19,134
SENDING ACK(1),38.21,7
PACKET CHECK(1),38.21,5
IDLE(0),38.28,7
SENDING ACK(0),38.29,10
PACKET CHECK(0),38.29,13
IDLE(0),38.37,8
ACK CHECK(1),38.44,48
LOOP(Q18),38.44,2
SENDING ACK(1),38.44,6
SENDING ACK(0),38.45,11
PACKET CHECK(0),38.45,12
SENDING PACKET(0),38.49,133
LOOP(Q11),38.49,9
SENDING PACKET(0),38.53,134
IDLE(0),38.53,7
PACKET CHECK(0),38.56,13
LOOP(Q11),38.56,10
SENDING PACKET(0),38.56,133
SENDING PACKET(1),38.6,135
LOOP(Q16),38.6,3
ACK CHECK(1),38.61,49
LOOP(Q18),38.61,3
SENDING ACK(1),38.61,5
IDLE(0),38.67,8
IDLE(0),38.73,9
ACK CHECK(0),38.8,3
LOOP(Q13),38.8,3
SENDING ACK(0),38.8,10
SENDING ACK(0),38.87,11
PACKET CHECK(0),38.87,12
PACKET CHECK(1),38.91,6
LOOP(Q16),38.91,4
SENDING PACKET(1),38.91,134
SENDING PACKET(0),38.92,134
IDLE(0),38.92,8
ACK CHECK(1),38.96,50
LOOP(Q18),38.96,4
SENDING ACK(1),38.96,4
SENDING ACK(0),38.99,12
PACKET CHECK(0),38.99,11
PACKET CHECK(1),39.0,7
LOOP(Q16),39.0,5
SENDING PACKET(1),39.0,133
PACKET CHECK(0),39.01,12
LOOP(Q11),39.01,11
SENDING PACKET(0),39.01,133
SENDING PACKET(0),39.13,134
IDLE(0),39.13,7
SENDING ACK(0),39.2,13
PACKET CHECK(0),39.2,11
SENDING ACK(1),39.23,5
PACKET CHECK(1),39.23,6
SENDING PACKET(0),39.29,135
LOOP(Q13),39.29,2
SENDING ACK(0),39.34,14
PACKET CHECK(0),39.34,10
SENDING ACK(0),39.35,15
PACKET CHECK(0),39.35,9
IDLE(1),39.41,17
ACK CHECK(0),39.41,2
ACK CHECK(1),39.42,51
LOOP(Q18),39.42,5
SENDING ACK(1),39.42,4
SENDING PACKET(0),39.43,136
IDLE(0),39.43,6
PACKET CHECK(0),39.47,10
LOOP(Q11),39.47,12
SENDING PACKET(0),39.47,135
SENDING PACKET(0),39.51,136
LOOP(Q13),39.51,1
SENDING PACKET(1),39.58,134
SENDING PACKET(1),39.58,135
LOOP(Q18),39.58,4
SENDING PACKET(1),39.62,136
SENDING PACKET(1),39.62,137
LOOP(Q18),39.62,3
SENDING PACKET(1),39.64,138
LOOP(Q16),39.64,4
SENDING ACK(0),39.69,16
PACKET CHECK(0),39.69,9
IDLE(1),39.7,18
ACK CHECK(0),39.7,1
IDLE(0),39.73,7
ACK CHECK(0),39.74,2
LOOP(Q13),39.74,2
SENDING ACK(0),39.74,15
ACK CHECK(0),39.77,3
LOOP(Q13),39.77,3
SENDING ACK(0),39.77,14
PACKET CHECK(1),39.79,7
LOOP(Q16),39.79,5
SENDING PACKET(1),39.79,137
PACKET CHECK(1),39.79,8
LOOP(Q16),39.79,6
SENDING PACKET(1),39.79,136
ACK CHECK(1),39.82,52
LOOP(Q18),39.82,4
SENDING ACK(1),39.82,3
IDLE(1),39.82,19
ACK CHECK(0),39.82,2
SENDING PACKET(1),39.83,137
IDLE(1),39.83,18
PACKET CHECK(0),39.84,10
LOOP(Q11),39.84,13
SENDING PACKET(0),39.84,135
ACK CHECK(1),39.94,53
LOOP(Q18),39.94,5
SENDING ACK(1),39.94,2
SENDING PACKET(1),39.97,138
SENDING PACKET(1),39.97,139
LOOP(Q18),39.97,4
SENDING PACKET(1),39.98,140
SENDING PACKET(1),39.98,141
LOOP(Q18),39.98,3
PACKET CHECK(0),39.99,11
LOOP(Q11),39.99,14
SENDING PACKET(0),39.99,134
SENDING PACKET(1),40.01,142
IDLE(1),40.01,17
PACKET CHECK(1),40.03,9
LOOP(Q16),40.03,7
SENDING PACKET(1),40.03,141
ACK CHECK(1),40.04,54
LOOP(Q18),40.04,4
SENDING ACK(1),40.04,1
ACK CHECK(1),40.11,55
LOOP(Q18),40.11,5
SENDING ACK(1),40.11,0
SENDING ACK(1),40.14,1
PACKET CHECK(1),40.14,8
SENDING PACKET(0),40.2,135
LOOP(Q11),40.2,13
SENDING PACKET(1),40.23,142
IDLE(1),40.23,16
IDLE(0),40.27,8
SENDING PACKET(0),40.3,136
IDLE(0),40.3,7
SENDING ACK(1),40.39,2
PACKET CHECK(1),40.39,7
PACKET CHECK(1),40.48,8
LOOP(Q16),40.48,8
SENDING PACKET(1),40.48,141
SENDING PACKET(1),40.64,142
LOOP(Q16),40.64,7
ACK CHECK(1),40.68,56
LOOP(Q18),40.68,6
SENDING ACK(1),40.68,1
SENDING PACKET(1),40.69,143
SENDING PACKET(1),40.69,144
LOOP(Q18),40.69,5
SENDING PACKET(1),40.72,145
SENDING PACKET(1),40.72,146
LOOP(Q18),40.72,4
SENDING PACKET(1),40.72,147
LOOP(Q16),40.72,6
PACKET CHECK(0),40.89,12
LOOP(Q11),40.89,14
SENDING PACKET(0),40.89,135
IDLE(1),40.9,17
ACK CHECK(0),40.9,1
SENDING PACKET(0),41.01,136
LOOP(Q11),41.01,13
SENDING PACKET(0),41.02,137
IDLE(0),41.02,6
SENDING ACK(1),41.03,2
PACKET CHECK(1),41.03,7
PACKET CHECK(0),41.06,13
LOOP(Q11),41.06,14
SENDING PACKET(0),41.06,136
IDLE(1),41.07,18
ACK CHECK(0),41.07,0
IDLE(0),41.07,7
PACKET CHECK(0),41.08,14
LOOP(Q11),41.08,15
SENDING PACKET(0),41.08,135
SENDING PACKET(1),41.08,148
SENDING PACKET(1),41.08,149
LOOP(Q18),41.08,3
SENDING PACKET(1),41.11,150
LOOP(Q16),41.11,5
PACKET CHECK(1),41.12,8
LOOP(Q16),41.12,6
SENDING PACKET(1),41.12,149
ACK CHECK(0),41.16,1
LOOP(Q13),41.16,4
SENDING ACK(0),41.16,13
SENDING ACK(1),41.18,3
PACKET CHECK(1),41.18,7
SENDING PACKET(0),41.24,136
LOOP(Q13),41.24,3
PACKET CHECK(1),41.28,8
LOOP(Q16),41.28,7
SENDING PACKET(1),41.28,148
SENDING PACKET(0),41.29,137
IDLE(0),41.29,6
ACK CHECK(1),41.3,57
LOOP(Q18),41.3,4
SENDING ACK(1),41.3,2
ACK CHECK(0),41.32,2
LOOP(Q13),41.32,4
SENDING ACK(0),41.32,12
SENDING PACKET(0),41.33,138
LOOP(Q13),41.33,3
SENDING PACKET(1),41.34,149
LOOP(Q16),41.34,6
SENDING PACKET(0),41.4,139
IDLE(0),41.4,5
SENDING PACKET(0),41.5,140
LOOP(Q13),41.5,2
SENDING PACKET(0),41.56,141
LOOP(Q13),41.56,1
SENDING PACKET(0),41.62,142
LOOP(Q11),41.62,14
SENDING PACKET(1),41.67,150
LOOP(Q16),41.67,5
SENDING PACKET(0),41.69,143
LOOP(Q11),41.69,13
IDLE(0),41.81,6
SENDING PACKET(1),41.84,151
IDLE(1),41.84,17
IDLE(0),41.87,7
SENDING PACKET(1),41.9,152
SENDING PACKET(1),41.9,153
LOOP(Q18),41.9,3
SENDING PACKET(0),41.91,144
IDLE(0),41.91,6
SENDING ACK(0),41.91,13
PACKET CHECK(0),41.91,13
SENDING PACKET(1),41.93,154
SENDING PACKET(1),41.93,155
LOOP(Q18),41.93,2
PACKET CHECK(0),41.94,14
LOOP(Q11),41.94,14
SENDING PACKET(0),41.94,143
SENDING PACKET(0),41.96,144
IDLE(0),41.96,5
ACK CHECK(0),41.98,3
LOOP(Q13),41.98,2
SENDING ACK(0),41.98,12
PACKET CHECK(0),42.0,15
LOOP(Q11),42.0,15
SENDING PACKET(0),42.0,143
SENDING PACKET(1),42.01,156
LOOP(Q16),42.01,4
IDLE(0),42.04,6
SENDING ACK(1),42.06,3
PACKET CHECK(1),42.06,7
SENDING PACKET(0),42.06,144
LOOP(Q11),42.06,14
SENDING ACK(0),42.09,13
PACKET CHECK(0),42.09,14
SENDING PACKET(0),42.17,145
LOOP(Q13),42.17,1
PACKET CHECK(1),42.18,8
LOOP(Q16),42.18,5
SENDING PACKET(1),42.18,155
SENDING ACK(1),42.26,4
PACKET CHECK(1),42.26,7
IDLE(1),42.34,18
ACK CHECK(0),42.34,2
IDLE(1),42.36,19
ACK CHECK(0),42.36,1
ACK CHECK(1),42.39,58
LOOP(Q18),42.39,3
SENDING ACK(1),42.39,3
IDLE(1),42.46,20
ACK CHECK(0),42.46,0
SENDING PACKET(0),42.47,146
LOOP(Q11),42.47,13
SENDING PACKET(0),42.47,147
IDLE(0),42.47,5
ACK CHECK(0),42.48,1
LOOP(Q13),42.48,2
SENDING ACK(0),42.48,12
SENDING PACKET(0),42.53,148
LOOP(Q11),42.53,12
SENDING PACKET(1),42.57,156
IDLE(1),42.57,19
PACKET CHECK(0),42.6,15
LOOP(Q11),42.6,13
SENDING PACKET(0),42.6,147
SENDING PACKET(1),42.65,157
SENDING PACKET(1),42.65,158
LOOP(Q18),42.65,2
SENDING PACKET(0),42.68,148
LOOP(Q11),42.68,12
ACK CHECK(1),42.69,59
LOOP(Q18),42.69,3
SENDING ACK(1),42.69,2
SENDING PACKET(1),42.72,159
SENDING PACKET(1),42.72,160
LOOP(Q18),42.72,2
SENDING PACKET(0),42.79,149
IDLE(0),42.79,4
IDLE(0),42.82,5
ACK CHECK(0),42.87,2
LOOP(Q13),42.87,3
SENDING ACK(0),42.87,11
IDLE(0),42.9,6
SENDING ACK(0),42.91,12
PACKET CHECK(0),42.91,14
SENDING ACK(1),43.09,3
PACKET CHECK(1),43.09,6
SENDING ACK(1),43.16,4
PACKET CHECK(1),43.16,5
SENDING PACKET(0),43.16,150
LOOP(Q13),43.16,2
PACKET CHECK(1),43.18,6
LOOP(Q16),43.18,6
SENDING PACKET(1),43.18,159
PACKET CHECK(0),43.21,15
LOOP(Q11),43.21,13
SENDING PACKET(0),43.21,149
PACKET CHECK(0),43.38,16
LOOP(Q11),43.38,14
SENDING PACKET(0),43.38,148
SENDING PACKET(1),43.42,160
LOOP(Q16),43.42,5
IDLE(1),43.43,20
ACK CHECK(0),43.43,1
SENDING ACK(0),43.47,13
PACKET CHECK(0),43.47,15
IDLE(1),43.47,21
ACK CHECK(0),43.47,0
SENDING ACK(1),43.5,5
PACKET CHECK(1),43.5,5
SENDING PACKET(1),43.51,161
SENDING PACKET(1),43.51,162
LOOP(Q18),43.51,1
ACK CHECK(1),43.51,60
LOOP(Q18),43.51,2
SENDING ACK(1),43.51,4
IDLE(0),43.53,7
SENDING ACK(0),43.53,14
PACKET CHECK(0),43.53,14
ACK CHECK(0),43.54,1
LOOP(Q13),43.54,3
SENDING ACK(0),43.54,13
PACKET CHECK(1),43.56,6
LOOP(Q16),43.56,6
SENDING PACKET(1),43.56,161
PACKET CHECK(0),43.59,15
LOOP(Q11),43.59,15
SENDING PACKET(0),43.59,147
SENDING ACK(0),43.61,14
PACKET CHECK(0),43.61,14
PACKET CHECK(0),43.63,15
LOOP(Q11),43.63,16
SENDING PACKET(0),43.63,146
IDLE(1),43.65,22
ACK CHECK(0),43.65,0
ACK CHECK(1),43.69,61
LOOP(Q18),43.69,3
SENDING ACK(1),43.69,3
PACKET CHECK(0),43.69,16
LOOP(Q11),43.69,17
SENDING PACKET(0),43.69,145
SENDING PACKET(1),43.73,162
IDLE(1),43.73,21
IDLE(0),43.77,8
SENDING PACKET(1),43.8,163
SENDING PACKET(1),43.8,164
LOOP(Q18),43.8,2
SENDING PACKET(0),43.83,146
IDLE(0),43.83,7
ACK CHECK(0),43.84,1
LOOP(Q13),43.84,4
SENDING ACK(0),43.84,13
SENDING PACKET(1),43.87,165
IDLE(1),43.87,20
PACKET CHECK(0),43.88,17
LOOP(Q11),43.88,18
SENDING PACKET(0),43.88,145
IDLE(1),43.92,21
ACK CHECK(0),43.92,0
SENDING PACKET(0),43.97,146
IDLE(0),43.97,6
IDLE(0),43.99,7
SENDING PACKET(1),44.04,166
LOOP(Q16),44.04,5
SENDING PACKET(0),44.05,147
IDLE(0),44.05,6
SENDING ACK(0),44.09,14
PACKET CHECK(0),44.09,16
ACK CHECK(0),44.18,1
LOOP(Q13),44.18,5
SENDING ACK(0),44.18,13
SENDING PACKET(0),44.2,148
LOOP(Q11),44.2,17
IDLE(0),44.28,7
PACKET CHECK(1),44.29,7
LOOP(Q16),44.29,6
SENDING PACKET(1),44.29,165
SENDING PACKET(0),44.32,149
LOOP(Q11),44.32,16
SENDING PACKET(0),44.36,150
LOOP(Q11),44.36,15
SENDING PACKET(0),44.39,151
IDLE(0),44.39,6
ACK CHECK(0),44.41,2
LOOP(Q13),44.41,6
SENDING ACK(0),44.41,12
SENDING ACK(0),44.43,13
PACKET CHECK(0),44.43,15
SENDING PACKET(1),44.45,166
SENDING PACKET(1),44.45,167
LOOP(Q18),44.45,1
SENDING PACKET(0),44.46,152
IDLE(0),44.46,5
SENDING PACKET(0),44.51,153
LOOP(Q13),44.51,5
PACKET CHECK(1),44.54,8
LOOP(Q16),44.54,7
SENDING PACKET(1),44.54,166
SENDING PACKET(1),44.56,167
LOOP(Q16),44.56,6
ACK CHECK(1),44.59,62
LOOP(Q18),44.59,2
SENDING ACK(1),44.59,2
PACKET CHECK(1),44.61,9
LOOP(Q16),44.61,7
SENDING PACKET(1),44.61,166
SENDING PACKET(0),44.65,154
LOOP(Q11),44.65,14
ACK CHECK(0),44.66,3
LOOP(Q13),44.66,6
SENDING ACK(0),44.66,12
PACKET CHECK(0),44.69,16
LOOP(Q11),44.69,15
SENDING PACKET(0),44.69,153
PACKET CHECK(0),44.82,17
LOOP(Q11),44.82,16
SENDING PACKET(0),44.82,152
SENDING ACK(0),44.93,13
PACKET CHECK(0),44.93,16
SENDING PACKET(0),44.98,153
IDLE(0),44.98,4
PACKET CHECK(0),45.0,17
LOOP(Q11),45.0,17
SENDING PACKET(0),45.0,152
SENDING ACK(0),45.06,14
PACKET CHECK(0),45.06,16
SENDING PACKET(0),45.09,153
IDLE(0),45.09,3
ACK CHECK(0),45.12,4
LOOP(Q13),45.12,7
SENDING ACK(0),45.12,13
IDLE(1),45.17,22
ACK CHECK(0),45.17,3
IDLE(0),45.17,4
PACKET CHECK(0),45.21,17
LOOP(Q11),45.21,18
SENDING PACKET(0),45.21,152
SENDING PACKET(1),45.23,167
LOOP(Q16),45.23,6
PACKET CHECK(1),45.27,10
LOOP(Q16),45.27,7
SENDING PACKET(1),45.27,166
PACKET CHECK(0),45.3,18
LOOP(Q11),45.3,19
SENDING PACKET(0),45.3,151
PACKET CHECK(0),45.41,19
LOOP(Q11),45.41,20
SENDING PACKET(0),45.41,150
IDLE(1),45.44,23
ACK CHECK(0),45.44,2
SENDING PACKET(1),45.44,167
LOOP(Q16),45.44,6
IDLE(1),45.45,24
ACK CHECK(0),45.45,1
ACK CHECK(1),45.52,63
LOOP(Q18),45.52,3
SENDING ACK(1),45.52,1
ACK CHECK(0),45.62,2
LOOP(Q13),45.62,8
SENDING ACK(0),45.62,12
SENDING PACKET(1),45.63,168
LOOP(Q16),45.63,5
ACK CHECK(1),45.73,64
LOOP(Q18),45.73,4
SENDING ACK(1),45.73,0
SENDING PACKET(0),45.88,151
LOOP(Q11),45.88,19
SENDING PACKET(0),45.91,152
IDLE(0),45.91,3
SENDING PACKET(0),45.94,153
IDLE(0),45.94,2
IDLE(0),46.0,3
SENDING ACK(0),46.02,13
PACKET CHECK(0),46.02,18
SENDING PACKET(0),46.04,154
LOOP(Q11),46.04,18
SENDING PACKET(0),46.06,155
LOOP(Q11),46.06,17
SENDING PACKET(1),46.1,169
SENDING PACKET(1),46.1,170
LOOP(Q18),46.1,3
SENDING PACKET(0),46.11,156
LOOP(Q13),46.11,7
SENDING PACKET(0),46.22,157
IDLE(0),46.22,2
SENDING PACKET(0),46.34,158
LOOP(Q11),46.34,16
PACKET CHECK(0),46.35,19
LOOP(Q11),46.35,17
SENDING PACKET(0),46.35,157
PACKET CHECK(0),46.36,20
LOOP(Q11),46.36,18
SENDING PACKET(0),46.36,156
PACKET CHECK(1),46.36,11
LOOP(Q16),46.36,6
SENDING PACKET(1),46.36,169
SENDING PACKET(0),46.37,157
LOOP(Q13),46.37,6
IDLE(0),46.39,3
SENDING ACK(1),46.44,1
PACKET CHECK(1),46.44,10
ACK CHECK(1),46.47,65
LOOP(Q18),46.47,4
SENDING ACK(1),46.47,0
SENDING PACKET(0),46.48,158
LOOP(Q11),46.48,17
PACKET CHECK(1),46.51,11
LOOP(Q16),46.51,7
SENDING PACKET(1),46.51,168
SENDING ACK(1),46.54,1
PACKET CHECK(1),46.54,10
IDLE(0),46.57,4
IDLE(0),46.58,5
PACKET CHECK(0),46.6,21
LOOP(Q11),46.6,18
SENDING PACKET(0),46.6,157
SENDING PACKET(0),46.63,158
LOOP(Q11),46.63,17
SENDING PACKET(1),46.64,169
SENDING PACKET(1),46.64,170
LOOP(Q18),46.64,3
SENDING PACKET(0),46.67,159
IDLE(0),46.67,4
IDLE(0),46.77,5
ACK CHECK(1),46.81,66
LOOP(Q18),46.81,4
SENDING ACK(1),46.81,0
SENDING PACKET(0),46.85,160
LOOP(Q11),46.85,16
SENDING ACK(0),46.87,14
PACKET CHECK(0),46.87,20
IDLE(0),46.93,6
SENDING PACKET(0),46.94,161
LOOP(Q13),46.94,5
PACKET CHECK(1),46.99,11
LOOP(Q16),46.99,8
SENDING PACKET(1),46.99,169
SENDING ACK(1),47.0,1
PACKET CHECK(1),47.0,10
SENDING ACK(0),47.05,15
PACKET CHECK(0),47.05,19
SENDING PACKET(0),47.05,162
LOOP(Q11),47.05,15
IDLE(1),47.05,25
ACK CHECK(0),47.05,1
IDLE(1),47.13,26
ACK CHECK(0),47.13,0
SENDING PACKET(0),47.18,163
LOOP(Q11),47.18,14
SENDING ACK(0),47.19,16
PACKET CHECK(0),47.19,18
SENDING ACK(1),47.34,2
PACKET CHECK(1),47.34,9
SENDING PACKET(1),47.36,170
SENDING PACKET(1),47.36,171
LOOP(Q18),47.36,3
PACKET CHECK(0),47.36,19
LOOP(Q11),47.36,15
SENDING PACKET(0),47.36,162
SENDING PACKET(0),47.37,163
LOOP(Q11),47.37,14
ACK CHECK(1),47.4,67
LOOP(Q18),47.4,4
SENDING ACK(1),47.4,1
ACK CHECK(1),47.44,68
LOOP(Q18),47.44,5
SENDING ACK(1),47.44,0
SENDING ACK(0),47.53,17
PACKET CHECK(0),47.53,18
SENDING ACK(0),47.61,18
PACKET CHECK(0),47.61,17
PACKET CHECK(0),47.65,18
LOOP(Q11),47.65,15
SENDING PACKET(0),47.65,162
PACKET CHECK(1),47.82,10
LOOP(Q16),47.82,9
SENDING PACKET(1),47.82,170
SENDING PACKET(1),47.82,171
LOOP(Q16),47.82,8
PACKET CHECK(0),47.82,19
LOOP(Q11),47.82,16
SENDING PACKET(0),47.82,161
IDLE(0),48.04,7
SENDING PACKET(0),48.16,162
LOOP(Q11),48.16,15
SENDING PACKET(0),48.16,163
IDLE(0),48.16,6
ACK CHECK(0),48.29,1
LOOP(Q13),48.29,6
SENDING ACK(0),48.29,17
SENDING PACKET(0),48.35,164
IDLE(0),48.35,5
SENDING PACKET(1),48.36,172
IDLE(1),48.36,25
PACKET CHECK(0),48.37,20
LOOP(Q11),48.37,16
SENDING PACKET(0),48.37,163
SENDING ACK(1),48.43,1
PACKET CHECK(1),48.43,9
SENDING PACKET(0),48.47,164
LOOP(Q11),48.47,15
SENDING PACKET(1),48.57,173
LOOP(Q16),48.57,7
IDLE(0),48.58,6
SENDING PACKET(0),48.62,165
IDLE(0),48.62,5
IDLE(0),48.66,6
PACKET CHECK(1),48.69,10
LOOP(Q16),48.69,8
SENDING PACKET(1),48.69,172
SENDING PACKET(1),48.7,173
SENDING PACKET(1),48.7,174
LOOP(Q18),48.7,4
SENDING PACKET(0),48.72,166
LOOP(Q11),48.72,14
ACK CHECK(0),48.73,2
LOOP(Q13),48.73,7
SENDING ACK(0),48.73,16
PACKET CHECK(0),48.77,21
LOOP(Q11),48.77,15
SENDING PACKET(0),48.77,165
SENDING PACKET(1),48.79,175
IDLE(1),48.79,24
IDLE(1),48.79,25
ACK CHECK(0),48.79,1
PACKET CHECK(0),48.85,22
LOOP(Q11),48.85,16
SENDING PACKET(0),48.85,164
SENDING PACKET(1),48.89,176
LOOP(Q16),48.89,7
ACK CHECK(1),49.05,69
